"","perc_var_expl"
"1",75.0609133480826
"2",12.6639978343749
"3",5.93746991833316
"4",2.02068998029978
"5",1.55850098691267
"6",0.935494473770426
"7",0.773797434079418
"8",0.401917730912877
"9",0.359473446565824
"10",0.287744846668394
