"","MeanOfEachVariate"
"BuckskinLower_SNTL_SWE",7.27666666666667
"FawnCreek_SNTL_SWE",14.9733333333333
"JackCreekUpper_SNTL_SWE",16.1
"MudFlat_SNTL_SWE",2.96666666666667
"SouthMtn_SNTL_SWE",14.5466666666667
"TaylorCanyon_SNTL_SWE",1.92666666666667
"BigBend_SNTL_P",9.87333333333333
"BuckskinLower_SNTL_P",14.7533333333333
"JackCreekUpper_SNTL_P",18.0633333333333
"JacksPeak_SNTL_P",22.6
"MudFlat_SNTL_P",11.05
"SouthMtn_SNTL_P",22.74
