"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"1",-0.289523764366417,0.46526995272333,-0.0676731207353597,-0.556220255131393,0.091760343887629,0.461812285500659,0.0461385022052679,0.0743588332262775,-0.333713681615126,0.212193004031889
"2",-0.315255192304824,-0.00975909410435211,0.524271304429126,0.274208389824383,0.509870245284222,0.143557193884088,0.487811451885054,-0.126471217874271,0.111869074695285,0.0585002201120815
"3",-0.322334119156887,-0.188395059977896,0.369825280985651,-0.438856913419241,0.0696162755066404,-0.486057469893175,-0.252978493675599,0.399868345959024,0.186731927065883,0.177149578855862
"4",-0.295837692863802,0.483015659421522,-0.0469729096205612,0.367978127881934,0.202995821558115,0.0584287907891169,-0.627081962192097,-0.0158364286741803,0.301519674508224,-0.111998456857133
"5",-0.292486511547357,0.429482487160767,-0.343650850569691,0.188984966684501,-0.141173521461724,-0.577560004615836,0.442449548179065,0.108571615995407,-0.0993903405709661,0.0724696397036049
"6",-0.316598599547746,0.0627540729727356,0.44535345933344,0.144877585895592,-0.780624955489345,0.184235099268033,0.0267569582021943,-0.00575545036605053,-0.038724402277545,-0.175873540268552
"7",-0.305283284606402,-0.363830741641268,-0.397401099781353,0.230185471862293,-0.0441446938576101,0.382440219246606,0.110256378682962,0.579265938257167,0.211818345165264,0.150779770214163
"8",-0.339773497028459,-0.142173522614825,-0.289848572926409,-0.391293236548412,-0.0424006408966359,0.020676689567773,0.154884199990166,-0.452763358133503,0.515668242662464,-0.360687146683792
"9",-0.342484054229269,-0.279077555145503,-0.0845668416949353,0.0566023061063476,0.21468433101998,-0.0881176430727055,-0.144526947660746,0.0422576245318738,-0.613945335390989,-0.5839591747341
"10",-0.337118162493879,-0.309464253137917,-0.126711343221858,0.146359460462593,-0.0801088525294863,-0.0669631306693573,-0.221743455172605,-0.51398443056608,-0.226384452448376,0.614495565622199
