"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"1",-0.243792481926544,-0.673419655217858,0.0766063308184138,0.599097819672771,-0.114081796430838,-0.157094352146278,-0.262251738140585,-0.0289005828001456,-0.118819290691346,-0.0293586925243972
"2",-0.309862611150496,0.018714049924511,0.663902328230995,-0.124151000940836,-0.138119754239005,-0.178491112948364,0.142726602178205,-0.303523501733749,0.362692547033103,0.390481430315542
"3",-0.254214799200618,-0.591888391917468,-0.34025452429719,-0.654881079566335,-0.0521550409215408,0.0014139845910863,0.16521665123038,-0.00551350264576574,0.0148566046281044,0.100651829590099
"4",-0.317252373169008,0.249795074642306,-0.410543967020752,0.180081596143567,0.202406320577156,-0.673941416771387,0.307979302104947,-0.192392684958389,-0.0727093840524631,0.060493141322655
"5",-0.339011266259214,-0.0547679209322534,-0.0702039056294248,0.287719893359916,0.438726852978045,0.548068698443817,0.441751960952711,0.00821701693107457,0.311964782866284,-0.094686962808395
"6",-0.327534376268202,0.0277267257221694,0.459270926800545,-0.206580939277953,0.341377516794412,-0.0673095183250224,0.067879873569557,0.246306285285604,-0.608440829355123,-0.286012422637386
"7",-0.334443073952117,0.225972529834196,-0.163517740680732,0.129485311390176,-0.362367058577429,0.311453475562607,0.0359378809360731,0.236090911428726,-0.394405739822273,0.593868890185695
"8",-0.341361023151136,0.142039242518916,-0.00747986185870397,-0.00996473214357718,-0.453852489341136,-0.147383818262628,0.0274004057615691,0.561839680397435,0.377589684252577,-0.420059056457512
"9",-0.338750483328854,0.187242197862131,-0.0992689106281091,-0.0706826786241076,-0.316268486478545,0.256054026093641,-0.184030115387785,-0.65518906817227,-0.149859305075953,-0.42912828169596
"10",-0.337546058291571,0.152838596897879,-0.128604002458149,-0.13057380084516,0.421760864767688,0.00802891365247625,-0.743668932638023,0.0926451874246399,0.246411814051522,0.169771700181723
