"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30"
"1",-2.06095292615072,2.95560095338645,2.40230182369321,-4.39430287700367,1.62115411451824,2.18099145365921,3.96697918447201,-2.24079813868123,3.63075311184746,-1.20556925533726,-3.17504786046063,-2.42285436269167,-1.20604765544319,-0.95726988706433,-0.640789388348658,2.62695314703365,-1.4806036945393,2.58612659018909,0.491516168269991,-0.150384022689425,-5.72348445086662,2.40037430870074,-2.84554726084531,-0.494838910758672,-0.337926705667111,-5.4194755210139,1.98769126469712,2.19370481951133,2.29302525420332,3.41872072337988
"2",-2.62940069366642,0.285750183375294,0.551332969924593,-1.29313428293004,0.17142445022066,0.597634504031894,0.00993144319371875,-1.93629987093349,0.758763352294653,-1.96862591504813,0.172680055208435,-1.21519130341962,0.0707755368920784,0.348269304453902,1.16211252851081,-0.193747317952832,1.39243009287126,-0.121259896552239,-1.07219178876717,0.754847978426301,1.33868124178118,-0.788504441398274,2.11998828884397,1.1951983887342,1.78697703233356,0.225814067464596,-0.677461846519597,-0.543642675486725,-0.177135316354508,-0.326016069532056
"3",0.192607799619881,0.697503044429469,0.0265279193948566,0.876511886322591,1.05989487931829,0.966034910070404,-0.792989154413291,0.0308157721242672,0.761126466031381,0.722918730702949,-0.658884494971753,-0.237199062282023,0.242001469541367,1.10517494380547,1.3972194251262,-0.0823606261359048,-0.349035507884133,0.329194520154368,-0.271908519258997,0.0914095341932639,-1.07087330585084,-0.697740081033532,-0.945564377205196,-0.01572027765131,0.442262744728716,-0.219808055211593,-1.18996240156327,-0.483262733141483,-0.00901898920474165,-1.9168764597554
"4",-0.273705197696805,0.222544367697998,0.163281885326347,0.675125509478502,0.00279521053917883,-0.0671760682492335,-0.0123646451101751,-0.0683556703494761,0.0577000474133081,-0.0652967316270981,0.526281127798186,0.131948153335531,0.247137465079475,-0.995875948334644,-0.287414437706524,0.0777457470598463,0.269764836583516,0.245941508889372,-0.253010824581163,1.39058486236518,-0.00128324969307353,-0.0861419588567068,-0.0976620639499956,0.366709454112635,-0.890447497135705,-0.690865232140214,-0.203743400187529,0.0205795849291136,0.0463919692307149,-0.451188804220562
"5",-0.0493896908779782,0.477139995704902,-0.532037778831308,-0.0434725214423501,-0.717632651184937,0.00747281710597458,0.3253842069265,-0.390972896175225,0.0895554119688764,0.648283038252555,0.370565846636663,-0.510770817936716,0.996948780168652,0.0270348921381303,0.0911806727812222,-0.228140032931159,0.332221762418461,0.108111604031139,-0.145314099308386,-0.0374801559693262,-0.340729484121861,-0.28014718319393,0.288533556209027,-0.902016118586085,-0.08451972364214,0.142940577116348,-0.0759382606973918,0.246013528127266,0.0628700821761666,0.124304643136904
"6",-0.4630119394697,-0.241288475942618,-0.0474478324999371,0.0947988997920054,-0.186876379121814,0.223398484130165,-0.221277148609208,-0.00179245040014535,-0.0689907886959789,0.0831436733575035,-0.0470143196082451,0.0396280033809517,0.282502814454216,0.235499025723695,-0.0785834733336598,-0.247782207955988,-0.530841290565927,-0.340097774646081,-0.118462550389553,0.116786595753984,-0.53366230087006,-0.282064059744319,0.100077837740854,0.7010975846478,-0.233595453354938,0.410536362411632,0.411843713295147,0.498720221790817,0.373405388897166,0.0713498398322357
"7",-0.0339934699662944,0.11774528270284,0.846961901653319,-0.171609803017071,-0.373039398215161,-0.348669639305415,0.0731782169981682,0.288193891374578,-0.562060895712758,-0.121528339844418,-0.0144066916556972,-0.0202855159543289,0.357668294021982,0.170765915208446,0.366328790680338,-0.0985992213891284,0.345139615964741,0.155209030645894,0.0371189869772242,-0.0936353092684155,-0.280691838256582,-0.131238882169541,-0.295655978533743,0.221560843429793,-0.0620822446054864,-0.0426126707357001,0.103522603799788,-0.12908015164649,-0.285450544032103,-0.0187527791487802
"8",0.0737409219254936,0.215436399848026,0.037538889775383,0.0386420216695544,-0.518557752835747,0.394197589425934,0.133716800138733,-0.0789743675800176,0.214545696567582,0.0362624262860757,-0.254866971168041,0.338234295695339,-0.0415161195668139,0.0563864392434402,-0.0881291589003041,-0.277626048727263,-0.0773406883023551,0.126935106654926,-0.0154791589775327,-0.204029568231095,0.322816915192258,-0.0441722203357987,0.0361539025652625,0.193689974746411,-0.129897143394146,-0.226619075772419,0.0731380427909074,0.0101495246184258,-0.217027531869611,-0.1273491414826
"9",-0.311175791486216,0.129463375035992,0.0542102254726065,0.392831184021166,0.0383790949339791,-0.185344003713294,0.429049426291744,0.0976494088946555,-0.0267010968434201,0.00923970345201311,-0.0824053486136999,-0.0854177288111473,-0.226011137879008,0.0941622332413577,-0.155099879751209,-0.0900223929539161,0.0940049218196657,-0.0246913190577862,-0.360408058190751,-0.143206882230017,-0.0251830256327643,0.328155291922702,-0.0523734894292535,-0.0704529293589168,0.0364848576818139,0.224677224623501,0.0171998936310169,0.209264033466685,-0.0762843139053113,-0.23999347663218
"10",-0.131054553884706,0.335759150773908,0.218239130817434,-0.219681311602176,0.210056712150414,-0.0306146130950071,-0.268705226917425,0.263595337625034,0.138490298564312,0.0544973503135012,-0.0484437687223569,0.254815467581754,-0.0160301460191965,-0.0325884440282312,-0.239027461947299,-0.211939607428815,0.139626568271662,-0.228845067403902,-0.0191777819652792,-0.0146180143693225,-0.0846620767520762,-0.0595944410088881,0.242773032795139,-0.262218120120837,-0.0597893121207791,0.0047319005559483,0.0786844314367753,0.00307865178488763,0.0557633466149204,-0.073121431899384
