"","metrics","values"
"1","Rsqrd","0.837368063094808"
"2","RMSE","98.5605903106192"
"3","RPSS","0.54777170126779"
"4","HR-L","0.9"
"5","HR-M","0.7"
"6","HR-H","0.7"
"7","BE<0?","N"
"8","PB<0?","Y"
"9","FD 100-90","1"
"10","FD 90-70","0"
"11","FD 70-BE","18"
"12","FD BE-30","6"
"13","FD 30-10","2"
"14","FD 10-0","3"
"15","Max Abs Err","257.81147180132"
"16","Year of max","1998"
"17","Max Rel Err","105.887511342981"
"18","Year of max","2000"
