"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"1",-0.328836624753521,0.313987796244309,0.0283940898051246,0.102846638966474,-0.366467672695316,0.131527389888309,0.624525692163395,-0.248380318449643,0.270367674160646,0.324765563337446
"2",-0.296453338706507,-0.176525930643159,0.669652188246315,0.0834165807677259,-0.247270005954162,-0.120937868918942,-0.482593794104531,-0.212916204626541,0.237634674564658,0.122853130895475
"3",-0.308962899680843,-0.337585835504089,0.258491658524269,0.224749741190885,0.699135376134293,-0.0940995074417697,0.376918519254403,0.142262414933655,0.107742455596123,0.041082277627009
"4",-0.29727634482187,0.428651597277185,0.364789413374998,-0.0362693199294451,-0.00256349788490839,0.215029558837957,-0.0070242347154468,0.40470142262411,-0.619081833427944,0.0125945527579905
"5",-0.304457945106152,0.390551653625207,-0.0125355910989741,-0.663392886782268,0.268342858639162,-0.21222613779218,-0.0564487462277544,-0.10891385960092,0.29645551270155,-0.307481898841262
"6",-0.280148562777112,0.43287745534,-0.365248747845056,0.602823297840854,0.153105352969234,-0.281948935096942,-0.348657104659141,0.0261579836716197,0.1067595088374,0.0274090246777175
"7",-0.339234470845801,-0.144040782477219,-0.259176975880689,-0.0422131297948064,0.205142522773863,0.753845728244183,-0.26212422010465,-0.335838325435642,-0.0418465272918145,0.0400389502146032
"8",-0.341110793497534,-0.24588627945806,-0.0739867076692177,0.197049625151119,-0.345395452057234,-0.012883273163196,0.165602828699786,0.0268960267380884,-0.0650449189204021,-0.791857464961708
"9",-0.330945272852439,-0.273289161025186,-0.248388652378004,-0.197258161704344,-0.0625831470090297,-0.468776572735712,0.0261554151655431,-0.342063792116921,-0.545987495762446,0.275169659064013
"10",-0.328650821971231,-0.277011932904862,-0.288033018226774,-0.218240686081963,-0.234552512689573,0.0156900499029649,-0.115707530991085,0.682559292040988,0.268686706787087,0.279163006927865
