"","MeanOfEachVariate"
"BuckskinLower_SNTL_SWE",7.27666666666667
"LaurelDraw_SNTL_SWE",7.20333333333333
"MudFlat_SNTL_SWE",2.96666666666667
"SouthMtn_SNTL_SWE",14.5466666666667
"TaylorCanyon_SNTL_SWE",1.92666666666667
"BigBend_SNTL_P",9.87333333333333
"GranitePeak_SNTL_P",20.9066666666667
"LaurelDraw_SNTL_P",17.01
