"","MeanOfEachVariate"
"BuckskinLower_SNTL_SWE",7.27666666666667
"GranitePeak_SNTL_SWE",20.01
"LaurelDraw_SNTL_SWE",7.20333333333333
"MudFlat_SNTL_SWE",2.96666666666667
"BigBend_SNTL_P",9.87333333333333
"BuckskinLower_SNTL_P",14.7533333333333
"MudFlat_SNTL_P",11.05
