"","metrics","in_sample_values","LOOCV_values"
"1","Rsqrd",0.917957262123815,0.55121626987883
"2","RMSE",3.92198312140109,7.87201829993254
"3","HR-L",0.8,0.5
"4","HR-M",0.8,0.7
"5","HR-H",0.7,0.5
