"","metrics","values"
"1","Rsqrd","0.649988228751222"
"2","RMSE","6.78191519816093"
"3","RPSS","0.303316575038544"
"4","HR-L","0.4"
"5","HR-M","0.7"
"6","HR-H","0.5"
"7","BE<0?","N"
"8","PB<0?","N"
"9","FD 100-90","1"
"10","FD 90-70","6"
"11","FD 70-BE","9"
"12","FD BE-30","8"
"13","FD 30-10","5"
"14","FD 10-0","1"
"15","Max Abs Err","12.1771075026649"
"16","Year of max","2014"
"17","Max Rel Err","40.102511085835"
"18","Year of max","2002"
