"","year","prd_PCANN","res_PCANN","prd_PCANN_LOOCV","res_PCANN_LOOCV","obs","y90_PCANN_BCbased","y70_PCANN_BCbased","y30_PCANN_BCbased","y10_PCANN_BCbased","Ymod_PCANN_BC_1","Ymod_PCANN_BC_2","Ymod_PCANN_BC_3"
"result.1",1986,26.0703945728721,-10.9352154271279,25.0890954241891,-11.9165145758109,37.00561,18.7807932089514,22.7997463823036,29.8101987962699,36.1892315556961,0.350333020914329,0.89136947358102,0.999788316582269
"result.2",1987,23.9960455661091,0.961985566109089,24.8597483999208,1.82568839992075,23.03406,17.2864382868003,20.9856242149322,27.4382964476314,33.3097919044383,0.363723281512549,0.897911606863521,0.999815256282668
"result.3",1988,22.6870222862069,4.88339228620689,23.5030120789649,5.69938207896494,17.80363,16.34342265248,19.8408181912096,25.9415007906975,31.4927123942707,0.448620293228681,0.931771792443847,0.999921694760112
"result.4",1989,22.0368070475473,-4.18269295245265,22.4953916664542,-3.72410833354577,26.2195,15.8750102168296,19.2721727299008,25.1980154843397,30.5901360340665,0.516804444897934,0.951583041336032,0.999961189500581
"result.5",1990,25.5249004256277,2.03267042562769,24.4523069528834,0.960076952883359,23.49223,18.3878206696281,22.3226843322562,29.1864567795242,35.4320220261143,0.388233165513459,0.908953528802893,0.999855835984964
"result.6",1991,20.0075707080433,2.17418070804328,21.6773850642432,3.84399506424323,17.83339,14.4131577637944,17.4975055560212,22.8776947241168,27.7733114331933,0.574140633556967,0.964477631846029,0.99997902057824
"result.7",1992,21.5798623311155,2.00101233111551,22.2387081232082,2.65985812320823,19.57885,15.5458291969054,18.8725519769442,24.6755243013299,29.955842013546,0.534662022356527,0.955927019617085,0.999967855496852
"result.8",1993,18.1304500021177,-7.2599799978823,17.8423467014729,-7.54808329852714,25.39043,13.0608904824479,15.8558718799505,20.731308719429,25.1676382456558,0.828428662070824,0.99485960967742,0.999999405518598
"result.9",1994,18.0348176475178,1.08208764751783,19.5037490706836,2.55101907068356,16.95273,12.9919975167105,15.7722367424451,20.6219582624291,25.0348887436127,0.725731890152475,0.986730099538307,0.999996750190507
"result.10",1995,24.8209463119376,4.82756631193764,25.5279890696401,5.53460906964008,19.99338,17.8806941572945,21.7070411597639,28.3815245541351,34.4548512499173,0.325558329545156,0.878203703271555,0.999727173872904
"result.11",1996,51.5404882020369,-6.68430179796307,45.0717985555025,-13.1529914444975,58.22479,37.1294774305407,45.0746712113228,58.9337624572293,71.5445082300577,0.00374301012379388,0.145450421801859,0.891599839259255
"result.12",1997,62.1684609358573,0.349620935857338,52.5620252650991,-9.25681473490095,61.81884,44.7859220955908,54.3694078789657,71.0862015432769,86.297218009713,0.000527594677840803,0.0487478943747302,0.736995941316593
"result.13",1998,43.1583504566569,6.69025045665692,46.4019475333997,9.93384753339972,36.4681,31.0909583627861,37.7440460113003,49.3492891717972,59.909217787492,0.00265085280776919,0.121032412326868,0.868938467336527
"result.14",1999,36.1722033798962,-1.68828662010378,33.8300376571658,-4.03045234283417,37.86049,26.0581274642351,31.6342948352546,41.3610399625045,50.2116863932384,0.0602258581709691,0.526066317146912,0.990778789700288
"result.15",2000,39.679636646025,-3.87738335397498,38.4506699714811,-5.10635002851885,43.55702,28.5848861907695,34.7017280161932,45.3715850414922,55.0803878288239,0.0200197528496076,0.331753770767045,0.968284120664246
"result.16",2001,21.7035882402101,4.15582824021012,22.6367708874235,5.08901088742348,17.54776,15.634960803642,18.9807563988536,24.8169980880387,30.1275884187483,0.50703890880075,0.949070823635926,0.999957018832943
"result.17",2002,24.6788381766459,6.47850817664592,28.4224605453758,10.2221305453758,18.20033,17.7783198899067,21.5827604808712,28.2190318204945,34.2575884655294,0.191589953693317,0.772230716174777,0.998807022985971
"result.18",2003,22.7540758065404,4.1868058065404,24.9032871806589,6.33601718065885,18.56727,16.3917277484397,19.8994598240973,26.0181727905878,31.5857906639036,0.361158362268498,0.896687664074115,0.999810384019488
"result.19",2004,24.8410459632016,1.6820359632016,26.047450677578,2.88844067757804,23.15901,17.8951738853843,21.7246193113468,28.4045073848188,34.482751925561,0.297724817905691,0.861550090998912,0.999635639001689
"result.20",2005,17.1409757525249,-2.86430424747506,18.8419232467117,-1.16335675328832,20.00528,12.3480795014562,14.9905287247776,19.5998979454184,23.7941254956316,0.768799878039899,0.990692832794643,0.999998294622199
"result.21",2006,43.4483762946234,12.6867162946234,48.6627376231875,17.9010776231875,30.76166,31.2998936645299,37.9976889067334,49.6809165353785,60.3118046882492,0.00146939161560894,0.0875807391590057,0.825215183654024
"result.22",2007,33.2586703420752,-1.0652996579248,33.5678616229636,-0.756108377036398,34.32397,23.9592176016914,29.0862595934368,38.0295834870876,46.167378697294,0.0639458906670484,0.538159177906453,0.991507349780554
"result.23",2008,31.6200674740513,-3.96340252594869,32.1091825835008,-3.47428741649917,35.58347,22.7787687972454,27.6532172191354,36.1559352071835,43.8928137165325,0.088700201971265,0.60621328567011,0.994776797175753
"result.24",2009,26.0184966033424,-8.08927339665764,26.4695040242975,-7.63826597570246,34.10777,18.7434060443232,22.7543589970165,29.7508563768492,36.1171911273176,0.276327667535053,0.847195604465062,0.99954294389153
"result.25",2010,23.9108154992744,1.7613854992744,25.1816356185246,3.03220561852461,22.14943,17.2250388335227,20.9110862678766,27.3408405981634,33.1914825081226,0.345015466753533,0.888663736717976,0.999776519788415
"result.26",2011,33.8659183848084,-5.14896161519156,32.9615266106216,-6.05335338937837,39.01488,24.3966790325006,29.6173292975598,38.7239366214197,47.0103068561693,0.0733600703034133,0.566335040278078,0.993019777714637
"result.27",2012,35.0032370810484,-8.2741129189516,34.0130169413201,-9.26433305867986,43.27735,25.2160035929701,30.6119732423025,40.0243948109478,48.5890317869688,0.0577476081226493,0.517667003626203,0.990242064004339
"result.28",2013,32.7443237617365,0.140023761736536,33.4973957400282,0.893095740028166,32.6043,23.5886824593409,28.6364370469748,37.4414577656007,45.4534079905742,0.0649807337778043,0.54141994709373,0.991695260391698
"result.29",2014,19.9001053762592,-14.6539446237408,18.5533197065341,-16.0007302934659,34.55405,14.3357402908645,17.403521854597,22.7548139603838,27.6241364972416,0.786762120559526,0.992099986315613,0.999998728994857
"result.30",2015,36.4020706549555,8.64539065495554,39.5167016186834,11.7600216186834,27.75668,26.2237240006351,31.8353256982771,41.6238798287286,50.5307675292974,0.0153769442308976,0.293917116787667,0.959876214309747
