"","metrics","in_sample_values","LOOCV_values"
"1","Rsqrd",0.784448790779231,0.654702760165002
"2","RMSE",5.41107579953113,6.74552392208548
"3","HR-L",0.5,0.3
"4","HR-M",0.8,0.7
"5","HR-H",0.7,0.5
