"","year","prd_PCRF","res_PCRF","prd_PCRF_LOOCV","res_PCRF_LOOCV","obs","y90_PCRF","y70_PCRF","y30_PCRF","y10_PCRF","Ymod_PCRF_1","Ymod_PCRF_2","Ymod_PCRF_3"
"21",2006,35.562512428,4.80085242799998,38.3627048009999,7.60104480099992,30.76166,25.4705849674865,31.4375748388353,39.6874500171646,45.6544398885135,0.0235894473747393,0.307374242798274,0.998557275535203
"22",2007,32.266238728,-2.05773127199998,29.419498026,-4.90447197400002,34.32397,22.1743112674865,28.1413011388354,36.3911763171647,42.3581661885135,0.198047712206545,0.736557588992908,0.999980704756747
"23",2008,33.9125254759999,-1.67094452400006,32.1314669529999,-3.45200304700008,35.58347,23.8205980154864,29.7875878868353,38.0374630651646,44.0044529365135,0.116410663962175,0.613426545884643,0.999918785074389
"24",2009,31.5431961293334,-2.56457387066664,27.2073439693333,-6.90042603066669,34.10777,21.4512686688198,27.4182585401687,35.668133718498,41.6351235898469,0.285153172048617,0.819584655216131,0.999994506452238
"25",2010,22.815232026,0.665802025999952,24.0806507256667,1.93122072566667,22.14943,12.7233045654864,18.6902944368353,26.9401696151646,32.9071594865135,0.432344016290975,0.905066753723701,0.999999182420623
"26",2011,36.8520910303333,-2.16278896966665,33.8491381813334,-5.1657418186666,39.01488,26.7601635698198,32.7271534411687,40.977028619498,46.9440184908469,0.0790748033281674,0.527927631991901,0.999809606460507
"27",2012,40.2984693693333,-2.97888063066667,37.3127190183333,-5.96463098166667,43.27735,30.2065419088198,36.1735317801687,44.423406958498,50.3903968298468,0.0320625801567953,0.355719219111219,0.999074230337698
"28",2013,34.8271982213334,2.22289822133336,36.448615691,3.84431569100003,32.6043,24.7352707608198,30.7022606321687,38.952135810498,44.9191256818469,0.0407945106814572,0.397371742733027,0.999365359079951
"29",2014,28.3603087746667,-6.19374122533326,20.026284021,-14.527765979,34.55405,18.2683813141532,24.2353711855021,32.4852463638314,38.4522362351803,0.634812084740136,0.966075576073702,0.999999944886249
"30",2015,33.572716162,5.81603616200004,38.0021743183333,10.2454943183333,27.75668,23.4807887014865,29.4477785728354,37.6976537511647,43.6646436225136,0.0262572630984735,0.323652993318369,0.998758822448692
