"","year","prd_PCRF","res_PCRF","prd_PCRF_LOOCV","res_PCRF_LOOCV","obs","y90_PCRF_BCbased","y70_PCRF_BCbased","y30_PCRF_BCbased","y10_PCRF_BCbased","Ymod_PCRF_BC_1","Ymod_PCRF_BC_2","Ymod_PCRF_BC_3"
"1",1986,33.403079866,-3.60253013400003,29.709279015,-7.29633098499998,37.00561,24.4822031968984,29.4543867856718,37.8206916668228,45.1408091563087,0.137311706116068,0.729688745183272,0.999188249115521
"2",1987,22.7505378679999,-0.283522132000055,23.3957912773334,0.361731277333355,23.03406,16.465076335171,19.9596661235587,25.8868881919858,31.1119370840462,0.454262205992452,0.944020484755713,0.99998180085383
"3",1988,20.3875632086667,2.58393320866666,24.2640732349999,6.46044323499995,17.80363,14.7003587503888,17.8600209340016,23.2317246978876,27.9774595678031,0.396477836065037,0.925331128241802,0.999965781286601
"4",1989,26.6049677879999,0.38546778799995,28.578391441,2.35889144099999,26.2195,19.3552932016786,23.3901073917078,30.21110873537,36.2055125411328,0.175656138148625,0.78003226026496,0.999536976841839
"5",1990,27.5911297473333,4.09889974733331,31.5634542686667,8.07122426866671,23.49223,20.0968444682861,24.2687824485153,31.3162512808604,37.5052738197875,0.0894710997338129,0.640699801478282,0.998134835919838
"6",1991,19.0298861496667,1.19649614966666,20.5251329369999,2.69174293699994,17.83339,13.6891916837369,16.6549665612298,21.7045359742629,26.1718807681858,0.659362036062661,0.982788082845059,0.999998378923439
"7",1992,19.6809239093333,0.102073909333328,20.8518379696667,1.27298796966666,19.57885,14.1738034295964,17.2326909853571,22.4370154445657,27.0381431751507,0.63596201016639,0.979916876141119,0.999997802953226
"8",1993,23.702880962,-1.68754903800004,22.831052691,-2.55937730900004,25.39043,17.177908612574,20.8066442077029,26.9560513840477,32.3725540590673,0.493515847105955,0.95430350466683,0.999988204515801
"9",1994,18.632643245,1.67991324500003,20.3913859866667,3.43865598666666,16.95273,13.393745798487,16.3025761463016,21.2574530084708,25.6428975008637,0.668867751739757,0.983868541648745,0.999998572027587
"10",1995,24.31038854,4.31700853999995,27.8040603966666,7.81068039666664,19.99338,17.6330823539923,21.3471538169334,27.6378149572097,33.1759634066354,0.206428078289546,0.812048761716264,0.999692883543483
"11",1996,47.7776010696667,-10.4471889303333,36.4276101386667,-21.7971798613333,58.22479,35.4168393500064,42.3216341960147,53.8569321295164,63.8820451026258,0.02584091328125,0.404612691377482,0.989229165779273
"12",1997,52.9132222026666,-8.90561779733337,43.3140066736667,-18.5048333263333,61.81884,39.3477460894663,46.9301881490823,59.5723589151874,70.538828964131,0.00363092047672712,0.163483132546525,0.940565248704029
"13",1998,39.734717878,3.26661787800001,42.3099531676667,5.84185316766668,36.4681,29.284924955413,35.115623587938,44.8921586526036,53.4180220425951,0.00488664299236763,0.189592211720459,0.951580894765352
"14",1999,35.6081875023332,-2.25230249766678,32.7919513306666,-5.0685386693334,37.86049,26.1521006097783,31.4247204283728,40.285035141744,48.0279349462757,0.0663589554924909,0.579603478444434,0.996934188214687
"15",2000,39.0448135736667,-4.51220642633333,34.6186627,-8.93835730000001,43.55702,28.7604809750074,34.4982317755863,44.1222932741962,52.517957851504,0.0417331402372117,0.489401540726602,0.99401808846404
"16",2001,20.923437221,3.37567722100001,25.7842380246667,8.23647802466667,17.54776,15.1000402789202,18.3359292283068,23.8341665550666,28.6891603250505,0.305100005648338,0.883870726252711,0.999905896042984
"17",2002,22.6616849126666,4.46135491266661,25.7622318846666,7.56190188466664,18.20033,16.398614841112,19.8806652107845,25.7871094941857,30.9942473332666,0.306322224389865,0.884550599970635,0.999907190804603
"18",2003,19.892125936,1.32485593599998,21.5167644346666,2.94949443466665,18.56727,14.3311218828398,17.4201603715787,22.6745751423787,27.3189879148587,0.587875501943037,0.972974800472216,0.999996019156178
"19",2004,23.3872596433333,0.228249643333292,23.6531913573332,0.49418135733325,23.15901,16.9415676752777,20.5258961919997,26.6017709816126,31.9549271035701,0.436773809245429,0.938850471086083,0.999977959153447
"20",2005,19.209052732,-0.796227267999971,18.86428111,-1.14099888999999,20.00528,13.8225075528467,16.8139333101082,21.9061449253567,26.4103612058327,0.772112558328042,0.992860584751328,0.999999698025893
"21",2006,35.5106841163333,4.7490241163333,38.5069661073332,7.74530610733323,30.76166,26.0781982112095,31.3375675669026,40.1761062792381,47.9003793464477,0.0145835935553985,0.316727212789576,0.980439350395885
"22",2007,32.1025807516666,-2.22138924833337,29.5941086033333,-4.72986139666667,34.32397,23.4988351693581,28.2930511697556,36.3664480099309,43.4356682541686,0.140875986703316,0.734983972505483,0.99923184574236
"23",2008,34.0509506273333,-1.53251937266673,31.8534605743333,-3.73000942566675,35.58347,24.9725055664685,30.0331278569949,38.5449124697045,45.9895818272361,0.0834618969837504,0.626346776315035,0.997894930672023
"24",2009,31.5512860886666,-2.55648391133336,26.3445275783333,-7.76324242166669,34.10777,23.0823222347445,27.8009135470961,35.749778980606,42.712276904356,0.275037515262242,0.865788474274213,0.999867071688883
"25",2010,22.7436433496666,0.59421334966661,24.009274962,1.85984496200001,22.14943,16.4599189948962,19.9535359378103,25.8791460583776,31.1028054488955,0.413065372423335,0.931186011929066,0.999971447085316
"26",2011,36.679697773,-2.33518222699997,33.681221325,-5.33365867499997,39.01488,26.9646284699518,32.3826636194126,41.4818864243909,49.42908719626,0.0530927355507364,0.535367878255842,0.995712508762868
"27",2012,39.8637052576667,-3.41364474233331,37.7473107916667,-5.53003920833332,43.27735,29.3830060742551,35.2310673748685,45.036079296676,53.5862551734709,0.0180163724302736,0.347452033779402,0.984126054194107
"28",2013,34.50805492,1.90375492000004,36.6958229026666,4.09152290266664,32.6043,25.3186003376125,30.4415347832606,39.0557915275006,46.5881677884645,0.0240314409968931,0.392633045528019,0.988314541531572
"29",2014,27.8463928656667,-6.70765713433329,20.1149969266667,-14.4390530733333,34.55405,20.288920261635,24.4962843595761,31.6022369035455,37.841498651291,0.688337980525898,0.985935905731279,0.999998906197927
"30",2015,32.8467304036667,5.09005040366674,37.3245714286667,9.56789142866665,27.75668,24.0613828405572,28.957505394062,37.1986508847501,44.4115808958178,0.0202418313391499,0.365261241702682,0.985930696850331
