"","metrics","in_sample_values","LOOCV_values"
"1","Rsqrd",0.698081139195708,0.618898892875178
"2","RMSE",6.29551154727491,7.21067998776669
"3","HR-L",0.3,0.3
"4","HR-M",0.7,0.7
"5","HR-H",0.5,0.5
