"","year","obs","res_PCR","res_PCQR","res_PCANN","res_PCRF","res_PCMCQRNN","res_PCSVM","res_ensemble","res_PCR_LOOCV","res_PCQR_LOOCV","res_PCANN_LOOCV","res_PCRF_LOOCV","res_PCMCQRNN_LOOCV","res_PCSVM_LOOCV","res_ensemble_LOOCV"
"19",2004,23.15901,3.32399414726157,5.62640083150737,1.6820359632016,0.228249643333292,3.54332778990571,1.38041270877688,2.63073684733107,3.69981939237131,6.2149028515734,2.88844067757804,0.49418135733325,3.57337293596494,1.48068422513373,3.05856690665912
"20",2005,20.00528,-2.01863770027611,-4.46712787126651,-2.86430424747506,-0.796227267999971,-1.89213306174798,-2.16525587897589,-2.36728100462359,-2.22625826469842,-4.46712787126651,-1.16335675328832,-1.14099888999999,-1.89485400318295,-2.13181059357176,-2.17073439600132
"21",2006,30.76166,9.52505192581675,12.4231520245395,12.6867162946234,4.7490241163333,9.30421177523382,5.82814150147895,9.08604960633762,11.0720059200023,12.8594830597442,17.9010776231875,7.74530610733323,10.676421417164,9.86661513277872,11.686818210035
"22",2007,34.32397,-1.51722943727952,-1.7053166270482,-1.0652996579248,-2.22138924833337,-1.75489648350872,5.82925734415539,-0.405812351656529,-1.57733196630227,-1.70531662704821,-0.756108377036398,-4.72986139666667,-1.63259730689481,6.46632083224681,-0.655815806950258
"23",2008,35.58347,-3.87222992422193,-0.464288371737588,-3.96340252594869,-1.53251937266673,-3.74617131249518,-5.8266114387851,-3.2342038243092,-4.49886733862075,-0.464288371737588,-3.47428741649917,-3.73000942566675,-4.70866965530405,-9.29916891827957,-4.36254852101798
"24",2009,34.10777,-6.28414658737059,-7.4798191080252,-8.08927339665764,-2.55648391133336,-6.43009207918634,-4.87262774809097,-5.95207380511068,-6.51482848257499,-7.4798191080252,-7.63826597570246,-7.76324242166669,-6.64168606633845,-4.8428246805277,-6.81344445580591
"25",2010,22.14943,3.94814714219461,2.62500846445947,1.7613854992744,0.59421334966661,3.85574798867889,3.5412921364502,2.72096576345403,4.1098195951642,3.19753399026007,3.03220561852461,1.85984496200001,4.28745246304296,3.57269550192577,3.34325868848627
"26",2011,39.01488,-5.81722681212292,-6.92455239256022,-5.14896161519156,-2.33518222699997,-6.15182156410757,0.61778444682583,-4.29332669402608,-6.04885691275817,-6.92455239256022,-6.05335338937837,-5.33365867499997,-6.22347980365232,0.600341053090069,-4.99726002004316
"27",2012,43.27735,-9.34988252105033,-11.5016535669855,-8.2741129189516,-3.41364474233331,-9.80477774336948,-5.83441681938184,-8.02974805201202,-9.86713140553515,-12.5812959247529,-9.26433305867986,-5.53003920833332,-10.2941325021865,-6.78457801948296,-9.05358501982844
"28",2013,32.6043,-0.12429429078459,-1.2766362153337,0.140023761736536,1.90375492000004,-0.437165163269682,5.66511567131946,0.978466447278009,-0.129049332394324,-1.2766362153337,0.893095740028166,4.09152290266664,-0.210396300486728,5.62702091942322,1.49925961898388
"29",2014,34.55405,-13.805393898934,-18.1092624034295,-14.6539446237408,-6.70765713433329,-13.957377111807,-5.82900984374506,-12.1771075026649,-15.7431045544003,-18.2539653291667,-16.0007302934659,-14.4390530733333,-15.5131844729453,-20.9672867893411,-16.8195540854421
"30",2015,27.75668,7.07415898223428,1.8558051783232,8.64539065495554,5.09005040366674,6.31045998857796,5.82546125901667,5.80022107779573,8.50971592635834,2.12517864778872,11.7600216186834,9.56789142866665,8.70596101582381,7.66958079072507,8.05639157134101
