"","metrics","in_sample_values","LOOCV_values"
"1","Rsqrd",0.833647243216495,0.61101292565016
"2","RMSE",4.78147178235997,7.17401253990614
"3","HR-L",0.5,0.5
"4","HR-M",0.5,0.4
"5","HR-H",0.6,0.6
