"","year","prd_PCQR","res_PCQR","prd_PCQR_LOOCV","res_PCQR_LOOCV","obs","y90_PCQR","y70_PCQR","y30_PCQR","y10_PCQR","Ymod_PCQR_1","Ymod_PCQR_2","Ymod_PCQR_3"
"1",1986,27.2856298755488,-9.71998012445124,27.2856298755488,-9.71998012445124,37.00561,20.8060843869985,25.175397968916,31.9702049733844,37.0056100007141,0.238095238095238,0.80952380952381,1
"2",1987,24.8336412193865,1.79958121938654,25.4030957448278,2.3690357448278,23.03406,18.3539442344969,22.7233335645825,30.0366662665372,35.6862645268579,0.380952380952381,0.80952380952381,1
"3",1988,23.6265550763663,5.82292507636629,24.2491843920009,6.44555439200094,17.80363,17.1468418018293,21.5162392767449,28.5588800267802,34.3611937984669,0.428571428571429,0.80952380952381,1
"4",1989,25.5966633196739,-0.622836680326106,25.5966633196739,-0.62283668032611,26.2195,19.1174407889458,23.4865928920034,26.7829205219931,31.1443839421268,0.428571428571429,1,1
"5",1990,22.9196784218298,-0.572551578170188,22.0043064810468,-1.48792351895316,23.49223,16.4395222776942,20.8091411873598,31.6032252016808,38.6074306862604,0.380952380952381,0.761904761904762,1
"6",1991,18.3519625928122,0.518572592812152,19.1287704082694,1.29538040826936,17.83339,11.871885727356,16.2414649977232,24.7396985082142,31.9600174327741,0.666666666666667,1,1
"7",1992,20.5581297887024,0.979279788702378,21.2429871313988,1.66413713139885,19.57885,14.0781248667178,18.4476681653427,27.0601268969721,33.8930673381579,0.619047619047619,0.80952380952381,1
"8",1993,22.4696493706254,-2.92078062937462,22.4696493706254,-2.92078062937462,25.39043,15.9907778667662,20.359754456454,19.4067430259152,23.1543197952656,0.619047619047619,1,1
"9",1994,16.95273,0,17.9133586764127,0.960628676412654,16.95273,10.4727782484727,14.8422949619004,21.7274583384795,28.7551292611768,0.761904761904762,1,1
"10",1995,28.3205860303602,8.32720603036025,28.8834792985234,8.89009929852345,19.99338,21.8414535536326,26.2105606296822,29.6368542786932,33.5168785386503,0.285714285714286,0.904761904761905,1
"11",1996,45.3028161299677,-12.9219738700323,43.4319045868399,-14.7928854131601,58.22479,38.8233894556979,43.1926436303651,55.1496653037549,58.2247899999899,0,0,1
"12",1997,66.9386283360444,5.11978833604442,74.569408483706,12.750568483706,61.81884,60.4595273800296,64.8286186954596,81.3330615685423,81.5842882011948,0,0,0.285714285714286
"13",1998,36.4681,0,34.8398022071491,-1.62829779285092,36.4681,29.988256269225,34.3577189721548,47.0208870864624,51.9783476236,0,0.238095238095238,1
"14",1999,37.86049,0,38.2893837963568,0.428893796356796,37.86049,31.3816459876267,35.7506088314685,39.8750579367583,42.1380863272383,0,0.428571428571429,1
"15",2000,35.8865202198389,-7.67049978016114,34.8349532827041,-8.72206671729594,43.55702,29.4069736389916,33.776287766998,43.5570189605136,47.8050561326955,0,0.428571428571429,1
"16",2001,19.8841315570034,2.33637155700345,20.5922067243547,3.04444672435468,17.54776,13.4040245125547,17.7736188724038,27.0743180397575,34.2313516956991,0.619047619047619,0.80952380952381,1
"17",2002,28.7978414561007,10.5975114561007,29.3998815632774,11.1995515632774,18.20033,22.3188516798729,26.6878874056868,28.9917261846041,32.4615588317208,0.285714285714286,1,1
"18",2003,22.1160874717305,3.5488174717305,22.7366145539578,4.16934455395778,18.56727,15.6361432806946,20.0056562138419,28.6092187807549,35.1431175472108,0.571428571428571,0.80952380952381,1
"19",2004,28.7854108315074,5.62640083150737,29.3739128515734,6.2149028515734,23.15901,22.306385336698,26.6754389217983,29.2972671200201,32.8599397688858,0.285714285714286,0.904761904761905,1
"20",2005,15.5381521287335,-4.46712787126651,15.5381521287335,-4.46712787126651,20.00528,9.05818021995811,13.4277070120172,20.0052799978867,27.2146579354049,0.761904761904762,1,1
"21",2006,43.1848120245395,12.4231520245395,43.6211430597442,12.8594830597442,30.76166,36.7060146851417,41.0749541924646,46.6205852151507,48.2746425486526,0,0.238095238095238,1
"22",2007,32.6186533729518,-1.7053166270482,32.6186533729518,-1.70531662704821,34.32397,26.1392243892927,30.508479718742,38.0973824523004,42.3437420809754,0,0.666666666666667,1
"23",2008,35.1191816282624,-0.464288371737588,35.1191816282624,-0.464288371737588,35.58347,28.6404043082985,33.0093338059627,35.5834700012626,37.927129939741,0,0.428571428571429,1
"24",2009,26.6279508919748,-7.4798191080252,26.6279508919748,-7.4798191080252,34.10777,20.1482938469689,24.5176632071051,32.0914808137274,37.4736990626148,0.238095238095238,0.80952380952381,1
"25",2010,24.7744384644595,2.62500846445947,25.3469639902601,3.19753399026007,22.14943,18.2947431508834,22.6641316453128,29.9418987399824,35.5926453595665,0.380952380952381,0.80952380952381,1
"26",2011,32.0903276074398,-6.92455239256022,32.0903276074398,-6.92455239256022,39.01488,25.6107329945915,29.9800711386188,38.8806442264258,43.6007506796944,0,0.666666666666667,1
"27",2012,31.7756964330145,-11.5016535669855,30.6960540752471,-12.5812959247529,43.27735,25.2959160863267,29.6653470972531,40.1329381709645,45.3587724813991,0,0.666666666666667,1
"28",2013,31.3276637846663,-1.2766362153337,31.3276637846663,-1.2766362153337,32.6043,24.8480547278749,29.2174000938772,37.9844057482515,42.8116598523466,0,0.666666666666667,1
"29",2014,16.4447875965705,-18.1092624034295,16.3000846708332,-18.2539653291667,34.55405,9.96449834239818,14.3341838071106,24.0888938231253,32.029678460774,0.666666666666667,0.80952380952381,1
"30",2015,29.6124851783232,1.8558051783232,29.8818586477887,2.12517864778872,27.75668,23.1321488478151,27.5018578505986,42.2376088705505,49.0895205238024,0,0.666666666666667,1
