"","metrics","in_sample_values","LOOCV_values"
"1","Rsqrd",0.924599368215573,0.545642108597111
"2","RMSE",3.86905576181848,7.921254168366
"3","HR-L",0.8,0.5
"4","HR-M",0.8,0.7
"5","HR-H",0.7,0.5
