"","metrics","values"
"1","Rsqrd","0.830915054803539"
"2","RMSE","12.1839655701422"
"3","RPSS","0.465060750344207"
"4","HR-L","0.6"
"5","HR-M","0.6"
"6","HR-H","0.8"
"7","BE<0?","N"
"8","PB<0?","N"
"9","FD 100-90","1"
"10","FD 90-70","3"
"11","FD 70-BE","13"
"12","FD BE-30","8"
"13","FD 30-10","5"
"14","FD 10-0","0"
"15","Max Abs Err","20.6496852"
"16","Year of max","1992"
"17","Max Rel Err","75.1307140878979"
"18","Year of max","1990"
