"","year","prd_PCSVM","res_PCSVM","prd_PCSVM_LOOCV","res_PCSVM_LOOCV","obs","y90_PCSVM","y70_PCSVM","y30_PCSVM","y10_PCSVM","Ymod_PCSVM_1","Ymod_PCSVM_2","Ymod_PCSVM_3"
"1",1986,17.384741436648,-15.651258563352,16.8804607401927,-16.1555392598073,33.036,0.767279679787109,10.5925807809576,24.1769020923384,34.0022031935089,0.482069094266608,0.9295583311701,0.999999999999991
"2",1987,50.6746039057182,0.0106039057182272,51.3808811600706,0.716881160070564,50.664,34.0571421488573,43.8824432500278,57.4667645614086,67.2920656625791,0.00339889218155613,0.117196080315344,0.999999720422912
"3",1988,57.83680563815,23.73080563815,58.8568603389672,24.7508603389672,34.106,41.2193438812891,51.0446449824596,64.6289662938404,74.4542673950109,0.000512912314745565,0.0387083437702866,0.999995245797641
"4",1989,12.8806329123023,0.640632912302285,13.8203509715408,1.58035097154081,12.24,-3.73682884455861,6.08847225661187,19.6727935679927,29.4980946691632,0.575783961481668,0.95623655226214,0.999999999999999
"5",1990,23.2895711504912,7.64257115049123,23.3612524178996,7.7142524178996,15.647,6.67210939363034,16.4974104948008,30.0817318061816,39.9070329073521,0.292897447574008,0.834606760306222,0.999999999999615
"6",1991,59.2196005905837,-38.3573994094163,59.1248652235568,-38.4521347764432,97.577,42.6021388337228,52.4274399348933,66.0117612462741,75.8370623474446,0.000476540809815041,0.0370049805820471,0.999994768692752
"7",1992,83.6969166478952,-32.5570833521048,83.4728241241096,-32.7811758758904,116.254,67.0794548910343,76.9047559922048,90.4890773035856,100.314378404756,1.095166997859e-07,0.000123697156036748,0.994280507136425
"8",1993,78.3280651075615,0.0100651075615019,82.6933843484663,4.37538434846634,78.318,61.7106033507006,71.5359044518711,85.1202257632519,94.9455268644224,1.50930726414693e-07,0.000156190505217851,0.995189011857122
"9",1994,20.5424344603223,1.92143446032233,20.5743420103839,1.95334201038385,18.621,3.92497270346144,13.7502738046319,27.3345951160127,37.1598962171832,0.370724184920708,0.88249163975335,0.999999999999922
"10",1995,30.0666647444352,-9.62333525556475,29.8153673023719,-9.87463269762813,39.69,13.4492029875744,23.2745040887448,36.8588254001257,46.6841265012961,0.148506484589312,0.682467659952254,0.999999999987083
"11",1996,13.9736971335004,5.08969713350037,14.7946833905307,5.91068339053065,8.884,-2.64376462336052,7.18153647780995,20.7658577891908,30.5911588903613,0.546154627964497,0.948809924184953,0.999999999999998
"12",1997,42.8811874610449,-0.572812538955077,42.7918134211354,-0.662186578864642,43.454,26.263725704184,36.0890268053545,49.6733481167353,59.4986492179058,0.0204785443177762,0.299272728014404,0.999999992752802
"13",1998,85.2029181995581,0.229918199558057,87.661438737067,2.68843873706699,84.973,68.5854564426972,78.4107575438676,91.9950788552485,101.820379956419,1.84003135648323e-08,3.33044576175289e-05,0.986302822822708
"14",1999,9.55443573127964,-0.61656426872036,9.4584437131761,-0.712556286823904,10.171,-7.06302602558125,2.76227507558923,16.34659638697,26.1718974881405,0.701122177323432,0.979577575344219,1
"15",2000,9.63563667280753,0.628636672807533,10.2408227955405,1.23382279554047,9.007,-6.98182508405336,2.84347601711712,16.4277973284979,26.2530984296684,0.679847340649141,0.976413449252068,1
"16",2001,38.7152626038365,4.63626260383647,39.2971432759223,5.21814327592231,34.079,22.0978008469756,31.9231019481461,45.5074232595269,55.3327243606974,0.0380019622529285,0.39863285342425,0.999999998549013
"17",2002,13.1475362462188,4.32553624621879,14.0946138383021,5.27261383830212,8.822,-3.4699255106421,6.35537559052838,19.9396969019092,29.7649980030797,0.567479437736006,0.954239782732287,0.999999999999998
"18",2003,19.7810436534096,-0.0179563465903954,19.0553053020871,-0.743694697912925,19.799,3.16358189654871,12.9888829977192,26.5732043091,36.3985054102705,0.415762678437205,0.904006769242863,0.999999999999968
"19",2004,21.0775160290815,-25.0544839709185,21.0681295024528,-25.0638704975472,46.132,4.46005427222063,14.2853553733911,27.8696766847719,37.6949777859424,0.356425232666426,0.874812753379365,0.999999999999896
"20",2005,39.2808850958458,-15.4891149041542,39.1230299534601,-15.6469700465399,54.77,22.6634233389849,32.4887244401554,46.0730457515362,55.8983468527067,0.03912548840508,0.40382649593269,0.999999998663228
"21",2006,9.22476216181789,0.00176216181788824,9.94654908665069,0.723549086650687,9.223,-7.392699595043,2.43260150612748,16.0169228175083,25.8422239186788,0.687924033037451,0.977648864956379,1
"22",2007,33.77847545015,0.761475450149966,34.321974897772,1.30497489777195,33.017,17.1610136932891,26.9863147944596,40.5706361058404,50.3959372070109,0.082183230559278,0.55050436357932,0.999999999869955
"23",2008,16.3156452427953,-14.2213547572047,15.8250478300813,-14.7119521699187,30.537,-0.301816514065635,9.52348458710484,23.1078058984857,32.9331069996561,0.514542805985569,0.939899712964703,0.999999999999995
"24",2009,13.5400411305541,-0.877958869445944,12.9637572519229,-1.45424274807707,14.418,-3.07742062630684,6.74788047486364,20.3322017862445,30.1575028874149,0.601489217969432,0.962024170468625,0.999999999999999
"25",2010,93.8440253500287,0.00202535002868842,92.0610328781784,-1.78096712182163,93.842,77.2265635931678,87.0518646943383,100.636186005719,110.46148710689,2.53323369745199e-09,7.54044974168943e-06,0.969009615530014
"26",2011,11.7546361056307,2.46663610563072,12.7428641676073,3.45486416760732,9.288,-4.86282565123017,4.9624754499403,18.5467967613211,28.3720978624916,0.608051849103027,0.963410752154037,0.999999999999999
