"","metrics","in_sample_values","LOOCV_values"
"1","Rsqrd",0.710168097332774,0.704994611202289
"2","RMSE",16.3445373213581,16.4974081818488
"3","HR-L",0.9,0.9
"4","HR-M",0.7,0.7
"5","HR-H",0.9,0.9
