"","metrics","values"
"1","Rsqrd","0.693598416122498"
"2","RMSE","16.5877875871271"
"3","RPSS","0.547619047619048"
"4","HR-L","0.8"
"5","HR-M","0.6"
"6","HR-H","0.9"
"7","BE<0?","N"
"8","PB<0?","N"
"9","FD 100-90","2"
"10","FD 90-70","5"
"11","FD 70-BE","8"
"12","FD BE-30","6"
"13","FD 30-10","6"
"14","FD 10-0","3"
"15","Max Abs Err","51.027973814464"
"16","Year of max","1992"
"17","Max Rel Err","106.20028070236"
"18","Year of max","1990"
