"","metrics","in_sample_values","LOOCV_values"
"1","Rsqrd",0.83524831581822,0.823346143117826
"2","RMSE",12.6997266541538,12.9621386558977
"3","HR-L",0.9,0.9
"4","HR-M",0.6,0.5
"5","HR-H",0.8,0.8
