"","model_names","y90","y70","frwrd_prd","y30","y10"
"1","PCR-BC",3.90788024174608,5.77802009368366,7.57155562732584,9.92178667050988,14.6696987418966
"2","PCQR",-6.39212853541973,8.66602070122709,10.6111549708822,14.1990648591688,32.8256349346963
"3","PCANN-BC",10.3429824519885,15.2329712035928,19.9074776871422,26.0163626709099,38.3159015864401
"4","PCMCQRNN",0,0,4.71403604428287,12.8908574446386,21.072633197279
"5","PCSVM-BC",6.14675831625646,8.09721090969051,9.79659221231569,11.8526091448555,15.6134922987936
"6","PCRF-BC",6.51833016131667,8.65771191514899,10.5345438666667,12.8182180584817,17.0251525573696
"7","ensemble",3.42063710598133,7.73865580389051,10.5225600681026,14.6164831414274,23.2537522194125
