"","year","prd_PCSVM","res_PCSVM","prd_PCSVM_LOOCV","res_PCSVM_LOOCV","obs","y90_PCSVM_BCbased","y70_PCSVM_BCbased","y30_PCSVM_BCbased","y10_PCSVM_BCbased","Ymod_PCSVM_BC_1","Ymod_PCSVM_BC_2","Ymod_PCSVM_BC_3"
"1",1986,17.384741436648,-15.651258563352,16.8804607401927,-16.1555392598073,33.036,10.9079742857277,14.3691342840839,21.0331937097638,27.7069356302908,0.461506642087353,0.981267923988599,0.999999944478191
"2",1987,50.6746039057182,0.0106039057182272,51.3808811600706,0.716881160070564,50.664,31.7961923927051,41.8847918410519,61.3089273022951,80.7610095693001,0.000793378401309201,0.163290983619337,0.987646876343823
"3",1988,57.83680563815,23.73080563815,58.8568603389672,24.7508603389672,34.106,36.2902658541198,47.8047163853676,69.9740812088476,92.1753037513409,0.000206226959137397,0.0877604304137408,0.969418208900423
"4",1989,12.8806329123023,0.640632912302285,13.8203509715408,1.58035097154081,12.24,8.08184622739196,10.6462964031636,15.5838660613433,20.5286293432187,0.674906220286436,0.995740918618969,0.999999997654762
"5",1990,23.2895711504912,7.64257115049123,23.3612524178996,7.7142524178996,15.647,14.6130136329638,19.249739276716,28.1771773127217,37.1175518122856,0.161002316897816,0.882378617736781,0.999994924894172
"6",1991,59.2196005905837,-38.3573994094163,59.1248652235568,-38.4521347764432,97.577,37.1579307733145,48.9476675305166,71.6470477583944,94.3790402394919,0.000196693478832753,0.0857856192262423,0.968544103508722
"7",1992,83.6969166478952,-32.5570833521048,83.4728241241096,-32.7811758758904,116.254,52.5168149521317,69.1794589008206,101.26074327911,133.38797186457,3.50961488766334e-06,0.0102847009156816,0.818902559772853
"8",1993,78.3280651075615,0.0100651075615019,82.6933843484663,4.37538434846634,78.318,49.1479907674356,64.7418157147419,94.7652854996607,124.831778829194,3.9606709106996e-06,0.0110109343586024,0.825619798126322
"9",1994,20.5424344603223,1.92143446032233,20.5743420103839,1.95334201038385,18.621,12.8892950613477,16.9791069585775,24.8535442001405,32.7394051315548,0.260782652520247,0.937776662434319,0.999999048025671
"10",1995,30.0666647444352,-9.62333525556475,29.8153673023719,-9.87463269762813,39.69,18.865385053497,24.8513211682147,36.3764556762704,47.9182518823483,0.0483232481195985,0.697064055138502,0.999909068079256
"11",1996,13.9736971335004,5.08969713350037,14.7946833905307,5.91068339053065,8.884,8.76769395704093,11.5497598018947,16.9063187633703,22.2706759994083,0.604927521197631,0.992725820346712,0.99999999287751
"12",1997,42.8811874610449,-0.572812538955077,42.7918134211354,-0.662186578864642,43.454,26.9060639471228,35.4431436723658,51.8800904776693,68.3407225887054,0.00396322035607977,0.316368241343217,0.997012116302812
"13",1998,85.2029181995581,0.229918199558057,87.661438737067,2.68843873706699,84.973,53.461795169562,70.4242502033623,103.082765406217,135.788043762625,1.84801957968147e-06,0.00713343431114985,0.781277206119435
"14",1999,9.55443573127964,-0.61656426872036,9.4584437131761,-0.712556286823904,10.171,5.99481716793214,7.89705893938919,11.5596333929383,15.2275584069054,0.932747924017445,0.999880553628818,0.999999999997416
"15",2000,9.63563667280753,0.628636672807533,10.2408227955405,1.23382279554047,9.007,6.04576671214315,7.96417474529511,11.657875275,15.356971422189,0.899372506062055,0.999725152085575,0.999999999988237
"16",2001,38.7152626038365,4.63626260383647,39.2971432759223,5.21814327592231,34.079,24.2920813889382,31.999802246228,46.8399559309014,61.7015140704496,0.00774215873853567,0.403793414014451,0.998574890859326
"17",2002,13.1475362462188,4.32553624621879,14.0946138383021,5.27261383830212,8.822,8.24931574434008,10.8669031434526,15.9067813244265,20.9540008143413,0.65522030407398,0.995013463076107,0.999999996757571
"18",2003,19.7810436534096,-0.0179563465903954,19.0553053020871,-0.743694697912925,19.799,12.4115534912671,16.3497835397599,23.9323722232495,31.5259649975587,0.333608420979018,0.959710599507582,0.999999672622163
"19",2004,21.0775160290815,-25.0544839709185,21.0681295024528,-25.0638704975472,46.132,13.2250370499111,17.4213758203423,25.5009148013553,33.5921722667802,0.240041833573515,0.929373426654387,0.999998687211164
"20",2005,39.2808850958458,-15.4891149041542,39.1230299534601,-15.6469700465399,54.77,24.6469908305755,32.4673168425406,47.5242732327865,62.6029438861464,0.00800616003280681,0.408530699416557,0.998630745165664
"21",2006,9.22476216181789,0.00176216181788824,9.94654908665069,0.723549086650687,9.223,5.78796351797575,7.62457067593205,11.1607740101662,14.7021449378933,0.912796287093569,0.999796486891175,0.999999999993217
"22",2007,33.77847545015,0.761475450149966,34.321974897772,1.30497489777195,33.017,21.194414799199,27.9193090680643,40.8671898818581,53.8337692638893,0.0202549802408164,0.551241046388364,0.999604298746989
"23",2008,16.3156452427953,-14.2213547572047,15.8250478300813,-14.7119521699187,30.537,10.2371624814273,13.4854798957599,19.7397412184646,26.0030948827308,0.532255885787382,0.988034968347083,0.999999979354241
"24",2009,13.5400411305541,-0.877958869445944,12.9637572519229,-1.45424274807707,14.418,8.49559455191171,11.1913248685228,16.3816565962709,21.5795467670699,0.735486034043282,0.997498177396861,0.999999999199189
"25",2010,93.8440253500287,0.00202535002868842,92.0610328781784,-1.78096712182163,93.842,58.8838907545572,77.5665933747426,113.53712468837,149.55911553569,9.56130118934738e-07,0.004866495660213,0.739502714845925
"26",2011,11.7546361056307,2.46663610563072,12.7428641676073,3.45486416760732,9.288,7.37533597495231,9.7156134698914,14.2215686820423,18.7340941537995,0.75072109990751,0.997841842995983,0.999999999403032
