"","metrics","values"
"1","Rsqrd","0.75024587253595"
"2","RMSE","14.8854071907516"
"3","RPSS","0.491852025753991"
"4","HR-L","0.8"
"5","HR-M","0.6"
"6","HR-H","0.9"
"7","BE<0?","N"
"8","PB<0?","N"
"9","FD 100-90","0"
"10","FD 90-70","5"
"11","FD 70-BE","12"
"12","FD BE-30","8"
"13","FD 30-10","5"
"14","FD 10-0","0"
"15","Max Abs Err","20.5165914333334"
"16","Year of max","1992"
"17","Max Rel Err","64.5967763788588"
"18","Year of max","1990"
