"","metrics","values"
"1","Rsqrd","0.698293894593132"
"2","RMSE","16.2694953186608"
"3","RPSS","0.555396155637216"
"4","HR-L","0.8"
"5","HR-M","0.6"
"6","HR-H","0.9"
"7","BE<0?","N"
"8","PB<0?","N"
"9","FD 100-90","1"
"10","FD 90-70","7"
"11","FD 70-BE","9"
"12","FD BE-30","6"
"13","FD 30-10","6"
"14","FD 10-0","1"
"15","Max Abs Err","41.8838831693121"
"16","Year of max","1991"
"17","Max Rel Err","117.641395711839"
"18","Year of max","1990"
