"","metrics","in_sample_values","LOOCV_values"
"1","Rsqrd",0.944468389787,0.82953795257154
"2","RMSE",7.0391077496302,12.2339265440045
"3","HR-L",0.8,0.7
"4","HR-M",0.6,0.5
"5","HR-H",0.9,0.8
