"","year","prd_PCANN","res_PCANN","prd_PCANN_LOOCV","res_PCANN_LOOCV","obs","y90_PCANN","y70_PCANN","y30_PCANN","y10_PCANN","Ymod_PCANN_1","Ymod_PCANN_2","Ymod_PCANN_3"
"result.19",2004,19.9082471926694,-26.2237528073306,18.3941974134718,-27.7378025865282,46.132,0.909123102805133,12.1426145693552,27.6738798159837,38.9073712825337,0.443750444784699,0.882145184627643,0.99999999997989
"result.20",2005,58.457970380036,3.68797038003598,63.4749662698477,8.70496626984765,54.77,39.4588462901717,50.6923377567217,66.2236030033502,77.4570944699003,0.000727849857298417,0.0317177357032927,0.999815530617257
"result.21",2006,19.9081815780027,10.6851815780027,20.4651864059359,11.2421864059359,9.223,0.909057488138405,12.1425489546884,27.673814201317,38.907305667867,0.389274332099574,0.852227606993089,0.999999999948853
"result.22",2007,19.9661673893455,-13.0508326106545,19.2682107254264,-13.7487892745736,33.017,0.96704329948118,12.2005347660312,27.7318000126597,38.9652914792098,0.420567147549663,0.870087166521212,0.999999999970111
"result.23",2008,19.9082745976115,-10.6287254023885,19.2324084144007,-11.3045915855993,30.537,0.909150507747238,12.1426419742973,27.6739072209258,38.9073986874758,0.42151198241794,0.870597290158374,0.99999999997059
"result.24",2009,19.908181665093,5.49018166509305,20.2192569219979,5.80125692199795,14.418,0.909057575228751,12.1425490417788,27.6738142884073,38.9073057549573,0.395652515055887,0.856025048714538,0.999999999954174
"result.25",2010,95.1805960695971,1.33859606959713,95.5784378182526,1.73643781825255,93.842,76.1814719797328,87.4149634462829,102.946228692911,114.179720159461,4.40714173870614e-08,2.88081837725576e-05,0.918510272889569
"result.26",2011,19.9081815783221,10.6201815783221,20.5071876236638,11.2191876236638,9.288,0.909057488457847,12.1425489550079,27.6738142016364,38.9073056681864,0.388187954370175,0.85157241366842,0.999999999947886
"result.27",2012,19.9095425753604,3.28654257536044,20.0923938527979,3.46939385279793,16.623,0.910418485496141,12.1439099520462,27.6751751986747,38.9086666652247,0.398953787378025,0.857958004515351,0.999999999956703
"result.28",2013,19.9081817665827,0.873181766582714,19.9514339031667,0.916433903166709,19.035,0.909057676718419,12.1425491432684,27.673814389897,38.907305856447,0.402630379647435,0.860085055840238,0.999999999959354
"result.29",2014,19.9081815780098,6.78118157800982,20.2788388056255,7.15183880562548,13.127,0.909057488145525,12.1425489546956,27.6738142013241,38.9073056678741,0.394104619924288,0.855111131507658,0.999999999952937
"result.30",2015,19.9081815873808,-2.58581841261915,19.7128302290595,-2.78116977094049,22.494,0.90905749751655,12.1425489640666,27.6738142106951,38.9073056772451,0.408873273796958,0.863635972420569,0.999999999963483
