"","year","prd_PCSVM","res_PCSVM","prd_PCSVM_LOOCV","res_PCSVM_LOOCV","obs","y90_PCSVM_BCbased","y70_PCSVM_BCbased","y30_PCSVM_BCbased","y10_PCSVM_BCbased","Ymod_PCSVM_BC_1","Ymod_PCSVM_BC_2","Ymod_PCSVM_BC_3"
"1",1986,28.7601867684934,-4.27581323150662,28.3768331525562,-4.65916684744376,33.036,18.5690317267052,24.0508931457817,34.3915401784397,44.5441561316212,0.052081240702795,0.756348091418877,0.999982056995484
"2",1987,50.6572258287664,-0.00677417123363,54.3854496978907,3.72144969789069,50.664,32.7072003400404,42.3626103202169,60.5758508095475,78.4577815972131,0.000206780184725077,0.112819003014671,0.986999972949279
"3",1988,60.5993868472394,26.4933868472394,62.2450319954089,28.1390319954089,34.106,39.1265535803187,50.6769082451684,72.4645799555631,93.8558732709049,4.30364436175619e-05,0.0540024209152628,0.966424124968497
"4",1989,12.8623163363339,0.622316336333851,12.8889979798252,0.648997979825184,12.24,8.30444227132932,10.7561321558054,15.380897343975,19.9216126823547,0.754140458976024,0.998681586647306,0.999999999942224
"5",1990,23.5464642853239,7.89946428532392,25.1614263137825,9.51442631378249,15.647,15.2027341235631,19.6908549348016,28.1569924151472,36.4692049799355,0.101580592528307,0.852451859862723,0.999996352421947
"6",1991,59.6618687646642,-37.9151312353358,59.3882881180823,-38.1887118819177,97.577,38.5212255959275,49.892892661482,71.3435065731,92.4038781916489,7.55807658821879e-05,0.070841893355205,0.97548514803432
"7",1992,84.242955570204,-32.011044429796,80.7148889589077,-35.5391110410923,116.254,54.3925635761811,70.4492746217846,100.737250919986,130.474082834793,1.37749793766267e-06,0.00892573639850182,0.857509841113658
"8",1993,78.3235734392735,0.00557343927354736,76.9639349901773,-1.35406500982275,78.318,50.5705711370093,65.4990788053471,93.6589372217377,121.30640124215,2.69712913460248e-06,0.0128991178213209,0.886600808854271
"9",1994,18.5985538856263,-0.022446114373686,19.847628203797,1.22662820379696,18.621,12.0080734545755,15.5531118555259,22.2402922380822,28.8059106149826,0.281818457544044,0.959259420363201,0.999999889080121
"10",1995,39.6970077294854,0.00700772948542294,54.9057306215993,15.2157306215993,39.69,25.6305449477407,33.1969592538238,47.4697198488283,61.4828928964366,0.000186009793909233,0.10756676987239,0.986036499434174
"11",1996,10.8769479286728,1.99294792867277,10.9596917735181,2.07569177351811,8.884,7.0225853568893,9.09585353220225,13.0067882713486,16.846654221895,0.877527076946697,0.999751452720664,0.999999999997745
"12",1997,41.236248146804,-2.21775185319596,41.0430139660386,-2.41098603396143,43.454,26.6243803663571,34.4841717250493,49.3103312530477,63.8668313394102,0.00340043971010686,0.349438623748026,0.998859773106421
"13",1998,84.9785740220168,0.00557402201683033,81.1066390865597,-3.86636091344035,84.973,54.8675337898804,71.0644497158795,101.616892833152,131.613375873731,1.28512101250758e-06,0.00858905699604977,0.854289562052418
"14",1999,15.3725544428694,5.20155444286943,17.456233573104,7.28523357310397,10.171,9.92518735219961,12.8553395119037,18.3826432492767,23.8094824954996,0.420257084125075,0.982928044167445,0.999999986218468
"15",2000,9.01155773598796,0.00455773598796405,12.9487383506098,3.94173835060977,9.007,5.81819643893419,7.53590958334095,10.7761465813677,13.9575100289137,0.749852906932665,0.998621603453624,0.99999999993683
"16",2001,37.8177272836187,3.73872728361868,45.3916455738763,11.3126455738763,34.079,24.4171581369524,31.6253837978775,45.2224905805469,58.5723064000752,0.00134303734614018,0.247635984783745,0.997073769252908
"17",2002,8.82955647693768,0.00755647693767969,10.5494499097463,1.72744990974632,8.822,5.70068757742888,7.38371003782409,10.5585085145955,13.6756232181526,0.898757270328822,0.999837246447317,0.999999999998982
"18",2003,18.4110627187639,-1.38793728123614,18.3028932902943,-1.4961067097057,19.799,11.8870184563544,15.3963205053902,22.016090510603,28.5155247393583,0.366920512706635,0.976124813323216,0.999999969775201
"19",2004,21.3467458406584,-24.7852541593416,20.6576397491482,-25.4743602508518,46.132,13.7824654368095,17.8513159414439,25.5265752800184,33.0622980408286,0.243633693415969,0.947912567373448,0.999999793455591
"20",2005,39.9540102436621,-14.8159897563379,39.4085833399756,-15.3614166600244,54.77,25.7964827215932,33.4118813666935,47.7770414395923,61.8809323069225,0.0048357413825024,0.394443983887449,0.999238140789842
"21",2006,9.20554276287373,-0.0174572371262709,9.78003212821356,0.557032128213562,9.223,5.94344265043926,7.69813064485225,11.0081148654742,14.2579574014935,0.932726545419811,0.999932187489254,0.999999999999797
"22",2007,38.3557392125925,5.33873921259246,40.3878459833624,7.37084598336242,33.017,24.7645338448515,32.0753039983178,45.8658412364582,59.4055672083845,0.00391532833161771,0.367048133114733,0.999026503934459
"23",2008,30.5397719246807,0.00277192468068677,35.8455848385768,5.30858483857685,30.537,19.7180431898557,25.5390940488874,36.5195587590967,47.3003500988064,0.0104532751467297,0.503963833081179,0.999717433550514
"24",2009,14.4235716281571,0.0055716281571172,13.7634391103552,-0.654560889644845,14.418,9.31247227062316,12.0617444726117,17.2478488558,22.3396944347583,0.689781572191767,0.997559887111659,0.999999999798315
"25",2010,93.8478142385971,0.00581423859706831,76.7101022032263,-17.1318977967737,93.842,60.5941833243998,78.4815256001903,112.222597840708,145.349645919272,2.82395713857266e-06,0.0132245037392686,0.888450342951147
"26",2011,8.7830501536021,-0.504949846397899,8.63467501778774,-0.653324982212258,9.288,5.67066084096086,7.34481887498232,10.5028960023148,13.6035933747555,0.968655109021949,0.999985487816569,0.999999999999987
