"","metrics","in_sample_values","LOOCV_values"
"1","Rsqrd",0.862162802380021,0.756211427210899
"2","RMSE",10.9799045469535,14.8199095864776
"3","HR-L",0,0
"4","HR-M",0.9,0.9
"5","HR-H",0.8,0.7
