"","model_names","y90","y70","frwrd_prd","y30","y10"
"1","PCR-BC",3.90788024174608,5.77802009368366,7.57155562732584,9.92178667050988,14.6696987418966
"2","PCQR",2.81593642059653,4.88815878333201,9.21919607843126,11.0013264920785,12.0248295564759
"3","PCANN-BC",10.3480060170719,15.2363133318028,19.9081815780098,26.0124954215814,38.30000988159
"4","PCMCQRNN",0,0,2.73534255881916,11.1161318522512,19.5091861374146
"5","PCSVM-BC",6.12240908285982,8.06227965401437,9.75194219632539,11.7957004031993,15.5330246522942
"6","PCRF-BC",6.5261838717531,8.64381123242576,10.4972118,12.7479976156183,16.8843594707296
"7","ensemble",4.95340260567124,7.10143051587644,9.94723830648525,13.7659064092064,19.4868514067335
