"","metrics","values"
"1","Rsqrd","0.666013334226607"
"2","RMSE","17.3383818812728"
"3","RPSS","0.55"
"4","HR-L","0.9"
"5","HR-M","0.6"
"6","HR-H","0.9"
"7","BE<0?","N"
"8","PB<0?","N"
"9","FD 100-90","3"
"10","FD 90-70","3"
"11","FD 70-BE","10"
"12","FD BE-30","5"
"13","FD 30-10","6"
"14","FD 10-0","3"
"15","Max Abs Err","50.7642964971849"
"16","Year of max","1992"
"17","Max Rel Err","107.544509624985"
"18","Year of max","1990"
