"","year","prd_PCR","res_PCR","prd_PCR_LOOCV","res_PCR_LOOCV","obs","y90_PCR","y70_PCR","y30_PCR","y10_PCR","Ymod_PCR_1","Ymod_PCR_2","Ymod_PCR_3"
"1",1986,24.8869333255548,-8.1490666744452,22.8319707840832,-10.2040292159168,33.036,3.47197323142978,16.1338607129795,33.6400059381301,46.3018934196798,0.347834273293798,0.784167137874719,0.99999998882051
"2",1987,66.1627721044438,15.4987721044438,67.9176997741129,17.2536997741129,50.664,44.7478120103188,57.4096994918685,74.9158447170191,87.5777321985688,0.00100005016946195,0.0278933075597988,0.998095963910946
"3",1988,63.4817211128288,29.3757211128288,65.784050747554,31.678050747554,34.106,42.0667610187037,54.7286485002535,72.234793725404,84.8966812069538,0.00152582266569164,0.0371332036414051,0.998741823312993
"4",1989,14.989869945639,2.74986994563897,15.1549568654286,2.91495686542858,12.24,-6.42509014848605,6.23679733306369,23.7429425582143,36.404830039764,0.527269561549536,0.893604312934949,0.999999999285875
"5",1990,33.5713952369788,17.9243952369788,34.3671093725302,18.7201093725302,15.647,12.1564351428537,24.8183226244035,42.324467849554,54.9863553311038,0.139688119386765,0.538159066326254,0.999999525993195
"6",1991,51.793851577172,-45.783148422828,49.5588788957126,-48.0181211042874,97.577,30.3788914830469,43.0407789645967,60.5469241897472,73.208811671297,0.0232309772770633,0.207921684012717,0.999967335048412
"7",1992,84.3088649111951,-31.9451350888049,78.4789968163289,-37.7750031836711,116.254,62.8939048170701,75.5557922986198,93.0619375237704,105.72382500532,9.86431603055758e-05,0.00546470594794488,0.988132408733849
"8",1993,94.8108125070435,16.4928125070435,99.287759284139,20.969759284139,78.318,73.3958524129185,86.0577398944682,103.563885119619,116.225772601169,3.37927394024318e-07,7.51244122798077e-05,0.845108812534684
"9",1994,27.6968371670385,9.07583716703851,28.1276745266589,9.50667452665885,18.621,6.28187707291348,18.9437645544632,36.4499097796138,49.1117972611635,0.239410600672304,0.680579097315983,0.999999933858761
"10",1995,36.1259685674152,-3.56403143258483,35.3685837247883,-4.32141627521172,39.69,14.7110084732901,27.3728959548399,44.8790411799905,57.5409286615402,0.126794654469854,0.51429661018791,0.999999357890102
"11",1996,17.0144034118583,8.13040341185825,17.5688815682573,8.6848815682573,8.884,-4.40055668226677,8.26133079928297,25.7674760244335,38.4293635059833,0.469669416385465,0.864642537844055,0.999999998265986
"12",1997,56.2304735505677,12.7764735505677,57.2328898618879,13.7788898618879,43.454,34.8155134564427,47.4774009379924,64.983546163143,77.6454336446928,0.00713142125721945,0.101499085175299,0.99979478170666
"13",1998,70.353199608793,-14.619800391207,67.8944292584377,-17.0785707415623,84.973,48.938239514668,61.6001269962177,79.1062722213683,91.768159702918,0.00100475112877126,0.0279826484494313,0.998104393521755
"14",1999,8.19780993105235,-1.97319006894765,8.0233807632068,-2.1476192367932,10.171,-13.2171501630727,-0.555262681522935,16.9508825436276,29.6127700251774,0.689819076329862,0.952822188726549,0.999999999953893
"15",2000,6.40736577977118,-2.59963422022882,6.05538031915278,-2.95161968084722,9.007,-15.0075943143538,-2.3457068328041,15.1604383923465,27.8223258738962,0.730111856106242,0.963326856088839,0.999999999979023
"16",2001,53.3140704264192,19.2350704264192,55.237229323432,21.158229323432,34.079,31.8991103322942,44.560997813844,62.0671430389945,74.7290305205443,0.00987391336475394,0.124334888945638,0.999870276707551
"17",2002,14.9502867950767,6.12828679507665,15.6324116799021,6.81041167990213,8.822,-6.46467329904837,6.19721418250137,23.7033594076519,36.3652468892017,0.515883791222793,0.888263287849867,0.999999999147526
"18",2003,26.0389611604905,6.23996116049051,26.4204348703469,6.62143487034687,19.799,4.62400106636549,17.2858885479152,34.7920337730658,47.4539212546155,0.272258570118473,0.716177121706078,0.999999962311543
"19",2004,28.8450662481119,-17.2869337518881,27.9360178350889,-18.1959821649111,46.132,7.4301061539869,20.0919936355366,37.5981388606872,50.2600263422369,0.242987044059258,0.684667914267388,0.999999937874436
"20",2005,39.7241123143205,-15.0458876856796,36.6081463188599,-18.1618536811402,54.77,18.3091522201954,30.9710397017452,48.4771849268957,61.1390724084455,0.112015201205977,0.484699500313959,0.999999069563516
"21",2006,5.70687287848418,-3.51612712151582,5.25247764758559,-3.97052235241441,9.223,-15.7080872156408,-3.0461997340911,14.4599454910595,27.1218329726092,0.745763369603513,0.967022942250058,0.999999999984847
"22",2007,38.2680002687845,5.25100026878454,38.592163580307,5.57516358030697,33.017,16.8530401746595,29.5149276562093,47.0210728813598,59.6829603629096,0.0909949385248306,0.43756936285166,0.999998333890895
"23",2008,21.6806413936427,-8.85635860635734,21.2650010651256,-9.2719989348744,30.537,0.265681299517638,12.9275687810674,30.4337140062179,43.0956014877677,0.383092806367437,0.810611134533464,0.999999993516045
"24",2009,16.655474327887,2.23747432788697,16.7948995612667,2.37689956126669,14.418,-4.75948576623805,7.90240171531169,25.4085469404623,38.070434422012,0.488126560538307,0.87446449042278,0.999999998692373
"25",2010,89.977941121506,-3.86405887849402,88.5626718392252,-5.27932816077481,93.842,68.562981027381,81.2248685089307,98.7310137340813,111.392901215631,7.58785893872113e-06,0.000820262347073061,0.951314299285735
"26",2011,11.8441998006919,2.55619980069192,12.0811643456407,2.79316434564073,9.288,-9.5707602934331,3.09112718811664,20.5972724132672,33.2591598948169,0.599641629712688,0.923632615808142,0.999999999775943
"27",2012,31.6159400664552,14.9929400664552,32.8126152568841,16.1896152568841,16.623,10.2009799723302,22.8628674538799,40.3690126790305,53.0309001605802,0.161414192480887,0.574897249213789,0.999999706114968
