"","metrics","values"
"1","Rsqrd","0.82953795257154"
"2","RMSE","12.2339265440045"
"3","RPSS","0.460689688154709"
"4","HR-L","0.7"
"5","HR-M","0.5"
"6","HR-H","0.8"
"7","BE<0?","N"
"8","PB<0?","Y"
"9","FD 100-90","0"
"10","FD 90-70","4"
"11","FD 70-BE","13"
"12","FD BE-30","9"
"13","FD 30-10","3"
"14","FD 10-0","1"
"15","Max Abs Err","20.9927466333334"
"16","Year of max","1992"
"17","Max Rel Err","75.8299872179976"
"18","Year of max","1990"
